id,name,lon,lat
SN56895,FV13 GAULARFJELL - MJELL,6.3215,61.3457
SN59820,FV654 HERØYBRUA ,5.7208,62.3195
SN2282000,PETROZAVODSK,34.2666666666667,61.8166666666667
SN5370,FV24 RASAN ,11.5087,60.5252
SN99879,ADVENTDALEN - INNERHYTTA PINGO,16.3442,78.1888
SN17150,RYGGE,10.798,59.3742
SN18020,OSLO - LAMBERTSETER,10.8185,59.8775
SN50507,FV285 BØNESSKOGEN,5.2992,60.331
SN58950,GRODÅS,6.517,61.972
SN1182600,PIESTANY,17.8333333333333,48.6166666666667
SN4715,JESSHEIM,11.1827,60.1481
SN68173,TRONDHEIM - GLØSHAUGEN,10.4072,63.4153
SN73466,NORDLI - SANDVIKA,13.5978,64.4595
SN67150,LEINSTRAND,10.2733,63.3281
SN84905,E10 BJØRNFJELL,18.1035,68.436
SN55720,SKARDSBØFJELLET,7.0183,61.2168
SN46820,FV520 ILSTAD,6.2692,59.5612
SN19958,SYLLING,10.2937,59.8953
SN76750,SANDNESSJØEN LH - STOKKA,12.4783,65.9635
SN605200,THYBOROEN,8.215,56.7066666666667
SN30428,RV36 FJÆREKILEN,9.5403,59.1855
SN90800,TORSVÅG FYR,19.4997,70.2452
SN52535,FEDJE,4.715,60.7525
SN294200,KANKAANPAA NIINISALO PUOLVOIM,22.4633333333333,61.8386111111111
SN1561400,SOFIA (OBSERV.),23.3833333333333,42.65
SN99870,ADVENTDALEN,15.831,78.2022
SN1065500,WUERZBURG,9.95777777777778,49.7702777777778
SN86520,SORTLAND - KLEIVA,15.2832,68.648
SN18980,OSLO - LILLEAKER,10.635,59.9185
SN40405,RV9 BYKLE,7.3405,59.3501
SN39750,BYGLANDSFJORD - NESET,7.803,58.6863
SN76956,GOLIAT FPSO,22.25,71.3112
SN63705,OPPDAL - SÆTER,9.666,62.6027
SN20954,DRAUPNER,2.4728,58.1888
SN52750,FRØYSET,5.2108,60.8462
SN207290,KANGOS D,22.6647,67.4954
SN27315,RAMNES - KILE VESTRE,10.2397,59.3808
SN19940,LIER,10.2598,59.7908
SN69420,KLUKSDAL,11.9045,63.2855
SN33990,E134 HAUKELIFJELL,7.0873,59.8498
SN30249,LANGANGEN,9.802,59.0875
SN804500,VIGO/PEINADOR,-8.62388888888889,42.2386111111111
SN1135,FV101 PRESTEBAKKE,11.5408,58.99
SN62700,HUSTADVATN,7.2436,62.9087
SN90100,MALANGEN - PÅLFINNMOEN,18.6773,69.414
SN27055,FV312 HANEKLEIVA,10.181,59.5735
SN90450,TROMSØ,18.9368,69.6537
SN35210,GJERSTAD JERNBANESTASJON,9.0263,58.87
SN61408,E136 HORGHEIM,7.7612,62.4888
SN88440,SIFJORD,17.149,69.2858
SN43007,E39 DRANGSDALEN,6.4062,58.4727
SN240800,BLOMSKOG,12.0780555555556,59.2219444444444
SN212000,KVIKKJOKK-ARRENJARKA,18.0166666666667,66.8833333333333
SN231900,BORTNAN,13.8458333333333,62.7558333333333
SN68110,SKISTUA,10.2642,63.4182
SN31550,MØSVASSDAMMEN,8.3265,59.8295
SN91715,FV866 SKATTØRSUND,20.8985,70.0033
SN3366300,Mohyliv-Podilskyi,27.7797222222222,48.4525
SN27270,TØNSBERG - KILEN,10.4312,59.2782
SN46425,E134 RØLDALSTUNNELEN AUST,6.7383,59.8228
SN44550,SOLA RADIOSONDESTASJON,5.6645,58.8725
SN85560,LEKNES LUFTHAVN,13.615,68.155
SN65230,HEMNE - LENES,9.0115,63.2613
SN1210000,KOLOBRZEG,15.5805555555556,54.1827777777778
SN47262,KARMØY - STORASUND,5.264,59.39415
SN55705,RV5 KAUPANGER,7.2098,61.2017
SN48330,SLÅTTERØY FYR,5.0668,59.907
SN46930,VATS I VINDAFJORD,5.7208,59.4927
SN40300,RV9 REIMAMOEN,7.41,59.2713
SN69010,SVARTTJØRNBEKKEN,10.648,63.3188
SN91251,MANNDALEN - VADDJA,20.5268,69.4722
SN27318,UNDRUMSDAL,10.3672,59.363
SN60980,FV658 GISKEBRUA,6.0762,62.5082
SN286900,KUUSAMO AIRPORT,29.2225,65.9955555555556
SN5660,ROVERUD,12.0913,60.2537
SN715700,ROISSY,2.53444444444444,49.0152777777778
SN18310,OSLO - TØYEN,10.7747,59.9147
SN47890,OPSTVEIT,6.0169242,59.8577805
SN240390,VÄRMLANDS-EKENÄS D,13.2384,58.8973
SN296500,LAHTI LAUNE,25.6308333333333,60.9622222222222
SN61070,E39 ØRSKOGFJELL,6.949,62.5325
SN90650,GRUNNFJORD - STAKKEN,19.573,70.0083
SN46410,RV13 BOTNEN,6.7898,59.7528
SN1051300,KOELN/BONN,7.15861111111111,50.8661111111111
SN226080,NORA-ÖSTANÖ D,18.1795,62.8599
SN62290,MOLDE - NØISOMHED,7.2275,62.7413
SN728000,DIJON-LONGVIC,5.08833333333333,47.2677777777778
SN82970,E6 KRÅKMOFJELLET,15.9142,67.7463
SN38730,HYNNEKLEIV,8.4167,58.6007
SN3363100,Uzhhorod,22.2611111111111,48.6333333333333
SN8800,RV3 ØSTLUND,10.9097,61.8645
SN56010,HØYANGER VERK,6.0702,61.22
SN770,ELLEFSPLASS,11.4525,62.204
SN19925,LIERSKOGEN - HEIA,10.3292,59.8207
SN12550,KISE PA HEDMARK,10.8055,60.7733
SN234720,HUDIKSVALL,17.086,61.7167
SN254000,KROPPEFJALL-GRANAN,12.1975,58.6069444444444
SN71280,LEKSVIK - MYRAN,10.6075,63.6856
SN25640,GEILO,8.1483,60.532
SN391700,ALDERGROVE,-6.22583333333333,54.6633333333333
SN18265,E6 DJUPDALEN,10.975,59.962
SN241090,KINDSJÖN D,12.7103,60.6591
SN295800,LAPPEENRANTA AIRPORT,28.1511111111111,61.0441666666667
SN37070,RV41 ÅMLI,8.562,58.9032
SN214910,GLOMMERSTRÄSK,19.6673,65.278
SN76968,VISUNDFELTET,2.4327,61.3648
SN76250,SØMNA - STEIN,12.1643,65.2965
SN291700,SIILINJARVI KUOPIO AIRPORT,27.7994444444444,63.0083333333333
SN715000,LE BOURGET,2.4275,48.9675
SN219100,STORON,23.1008333333333,65.6983333333333
SN628000,GRONINGEN AP EELDE,6.58472222222222,53.1236111111111
SN85545,LEKNES NORD,13.6,68.15
SN8450,ATNDALEN - RØNNINGEN,10.501,61.791
SN26950,SVELVIK - KNEM,10.4047,59.6027
SN30530,NOTODDEN,9.2643,59.5688
SN420,HEGGERISET - NORDSTRAND,11.9963,61.6848
SN241000,MALUNG,13.6833333333333,60.6666666666667
SN67153,E39 ØYSAND,10.2438,63.3237
SN765000,MARIGNANE,5.21611111111111,43.4377777777778
SN760200,BIARRITZ-ANGLET,-1.53444444444444,43.4694444444444
SN70930,SNÅSA - NAGELHUS,12.4393,64.249
SN64300,KRISTIANSUND - KARIHOLA,7.7027,63.1257
SN62900,EIDE PÅ NORDMØRE,7.3905,62.8915
SN68050,LADE,10.4428,63.4428
SN66175,FV65 BYE,9.7628,63.2307
SN1380,RV22 GAUTESTAD,11.3027,59.376
SN49245,SKARE,6.5887,59.9333
SN291000,MUSTASAARI VALASSAARET,21.0644444444444,63.4355555555556
SN52170,EKSINGEDAL,6.1469,60.8028
SN80700,GLOMFJORD,13.9793,66.8102
SN13160,KVITFJELL,10.1277,61.4648
SN76959,BRAGE,3.0468,60.5425
SN50770,KV4339 BLINDHEIM,5.3888,60.4612
SN76932,HEIMDAL,2.2273,59.5742
SN1252000,KLODZKO,16.6141666666667,50.4369444444444
SN77040,AASTA HANSTEEN,7.0958,67.0672
SN1571200,SANDANSKI,23.2666666666667,41.55
SN209500,PAJALA,23.39,67.2036111111111
SN79220,SKAMDAL,13.904,66.2348
SN828000,ALBACETE/LOS LLANOS,-1.8625,38.9516666666667
SN99927,VERLEGENHUKEN,16.2433,80.0555
SN211025,KITTELFJÄLL D,15.5269,65.2574
SN4090,VALLERUDÅSEN,10.9425,59.914
SN36200,TORUNGEN FYR,8.7893,58.3988
SN31400,FYRIEGG,8.6978,59.8655
SN3731,E18 SMAALENENE VIND,11.0917,59.5928
SN84630,NARVIK - FAGERNESFJELLET,17.4802,68.421
SN17090,E6 KARLSHUS,10.897,59.3503
SN58100,SANDANE LUFTHAMN,6.1043,61.8293
SN86810,FV915 BØ,14.4898,68.781
SN76914,ITASMOBAWS1,10.7821181,59.660088
SN202430,BJÖRKUDDEN,18.7156,67.3956
SN52475,BLOMVÅG - SELE,4.8933,60.5313
SN76923,GULLFAKS C,2.2687,61.2042
SN1220500,SZCZECIN,14.6227777777778,53.3952777777778
SN4960,RV2 UVESUND BRU,11.4792,60.2688
SN15430,BØVERDAL,8.2423,61.7195
SN36110,ARENDAL BRANNSTASJON II,8.7228,58.4613
SN99882,NEDRE SASSENDALEN,16.6818,78.3313
SN31660,MOGEN,7.913,60.018
SN50815,E39 VÅGSBOTN,5.348,60.4768
SN243530,FALUN-LUGNET,15.6603,60.619
SN26932,DRAMMEN - AUSTAD,10.2168,59.721
SN27282,TØNSBERG - VEAR,10.3603,59.2632
SN53130,FRESVIK,6.9345,61.0688
SN98976,TORVHAUGDALEN,29.1003,70.306
SN38380,DOVLAND,8.0392,58.5234
SN23720,VANG I VALDRES,8.569,61.124
SN18920,OSLO - BESSERUD,10.671,59.9573
SN12290,HAMAR II,11.0948,60.80056
SN99855,LONGYEARDALEN - VALLEY BOTTOM,15.609,78.2097
SN4260,SKEDSMO - HELLERUD,10.9777,59.9775
SN262900,HASTVEDA,13.9377777777778,56.2744444444444
SN61025,FV659 LEPSØYBRUA,6.2537,62.5947
SN51470,BULKEN,6.222,60.6455
SN82450,TENNHOLMEN,13.57,67.34
SN16040,OTTA - SKANSEN,9.5413,61.7782
SN94230,ROGNSUNDET,22.8177,70.4107
SN286200,KEMI AJOS,24.5152777777778,65.6730555555555
SN12030,E6 ESPA,11.2502,60.5545
SN78170,E6 OSEN,13.5822,66.053
SN66740,E6 ULSBERG,9.9839,62.7509
SN61420,MARSTEIN,7.8355,62.4458
SN51210,E16 DALSEID,5.8335,60.6123
SN43530,FV316 SAGLANDSBAKKEN,6.0762,58.5603
SN218400,PAHAROVA,22.3363888888889,66.8105555555556
SN17000,STRØMTANGEN FYR,10.8288,59.1513
SN2980,FV118 SVINESUND,11.2753,59.1105
SN35090,EIKELAND,9.098,58.8037
SN91200,NORD-LENANGEN II,20.1968,69.931
SN84920,E10 TROLLVIKDAL,17.4255,68.53
SN17380,RYGGE - HUGGENES,10.7543,59.398
SN26594,DRAMMEN - DANVIK,10.1973,59.7327
SN58390,INNVIK - HEGGDAL,6.6,61.838
SN217380,KOLER D,20.4675,65.504
SN26630,VESTFOSSEN,9.8728,59.7323
SN44080,OBRESTAD FYR,5.5553,58.6592
SN64760,SURNADAL - SYLTE,8.6895,62.9853
SN98790,VADSØ LUFTHAVN,29.8352,70.0653
SN12320,HAMAR - STAVSBERG,11.0697,60.818
SN1185800,HURBANOVO,18.2,47.8666666666667
SN3377700,Voznesensk,31.32,47.5825
SN256300,HARSTENA,17.0105555555556,58.2505555555556
SN670000,GENEVE / COINTRIN,6.12775,46.247517
SN1080300,FREIBURG,7.83416666666667,48.0233333333333
SN53680,FLÅM - JOASETBERGI,7.1603,60.8625
SN99867,GRUVEFJELLET - BLOCKFIELD PLATEAU,15.6317,78.1965
SN261100,HELSINGBORG,12.7652777777778,56.0305555555556
SN18690,E18 HJORTNES,10.7043,59.9112
SN1631000,CAPO PALINURO,15.2802777777778,40.025
SN24710,GULSVIK II,9.605,60.383
SN91505,E6 NORDNES,20.3988,69.585
SN94430,FV889 SELVIKHØYDEN,24.6713,70.9352
SN1249500,LUBLIN RADAWIEC,22.3930555555556,51.2166666666667
SN17030,ONSØY - EVJA,10.75,59.2648
SN60247,FV60 KJELLSTADLIA,6.7288,62.028
SN210400,HEMAVAN,15.0833333333333,65.8166666666667
SN12580,E6 RUDSHØGDA,10.7955,60.9153
SN46610,SAUDA,6.3499,59.6479
SN31080,TESSUNGDALEN - BAKKHUS,8.7033,60.1293
SN87970,E6 ØSE,17.6513,68.6207
SN81340,FV812 HOGNDALEN,14.8187,67.2037
SN204990,SADJEM D,21.2324,66.9615
SN99840,SVALBARD LUFTHAVN,15.5015,78.2453
SN25580,RV7 KVISLA,8.3213,60.5825
SN76926,SLEIPNER A,1.9091,58.3711
SN2761200,MOSKVA VDNH,37.6167,55.8333
SN18645,OSLO - SOLLI PLASS,10.7202,59.9142
SN1608400,PIACENZA S. DAMIANO,9.72777777777778,44.9091666666667
SN250100,VADEROARNA,11.0661111111111,58.5761111111111
SN1103600,WIEN/SCHWECHAT-FLUGHAFEN,16.5813888888889,48.1175
SN213540,GARGNÄS D,17.9505,65.3263
SN26872,DRAMMEN - ØREN SKOLE,10.1705,59.7523
SN707000,REIMS-COURCY,4.05,49.3
SN53070,VIK I SOGN III,6.5813,61.0728
SN291900,LAPPEENRANTA HIEKKAPAKKA,28.4727777777778,61.1980555555556
SN65370,SMØLA - MOLDSTAD,8.063,63.4197
SN80102,SOLVÆR III,12.611,66.3705
SN82650,VALLJORD,15.5892,67.3605
SN47220,FV47 FERKINGSTAD,5.1837,59.1895
SN296700,KOTKA HAAPASAARI,27.1852777777778,60.2866666666667
SN18205,OSLO - LØREN,10.7902,59.9287
SN4200,KJELLER,11.0383,59.9708
SN69865,LEVANGER II,11.28,63.7395
SN60310,FV63 KORSMYRA,7.1848,62.1362
SN253680,ULRICEHAMN,13.4083,57.8052
SN42160,LISTA FYR,6.5675,58.109
SN34130,JOMFRULAND,9.5745,58.8565
SN27500,FÆRDER FYR,10.5242,59.0272
SN218600,LULEA-KALLAX (2186-0),22.1280555555556,65.5444444444445
SN68860,TRONDHEIM - VOLL,10.4538,63.4107
SN757700,MONTELIMAR,4.73305555555556,44.5811111111111
SN19820,HURUM RADAR,10.5645,59.6272
SN80730,FV17 TORSVIKA,13.6675,66.8815
SN60400,NORDDAL,7.2392,62.2477
SN89980,TAMOKDALEN,19.6278,69.0935
SN1531000,GALATI,28.0322222222222,45.4730555555556
SN27590,SANDEFJORD - SENTRUM,10.2195,59.129
SN61620,E136 BJORLI,8.164,62.2702
SN27285,E18 GULLI NORD,10.3748,59.3183
SN77850,SUSENDAL,14.2457,65.3675
SN100,PLASSEN,12.5039,61.1349
SN60947,E136 ÅLESUND,6.2038,62.4702
SN254290,SKARA,13.4407,58.4072
SN7190900,"IQALUIT A, NU",-68.55,63.75
SN49490,ULLENSVANG FORSØKSGARD,6.6538,60.3185
SN619300,HAMMER ODDE FYR,14.7719444444444,55.2980555555556
SN1705000,EDIRNE,26.5666666666667,41.6666666666667
SN85440,KVITFOSSEN I VÅGAN,14.6522,68.3267
SN58480,OLDEDALEN,6.8088,61.694
SN50450,FANA - STEND,5.3305,60.2728
SN41550,LJOSLAND - MONEN,7.3501,58.7878
SN82560,KJERRINGØY - STRANDÅ,14.8722,67.5437
SN76962,HULDRAFELTET,2.6503,60.8558
SN274100,JOMALA JOMALABY,19.9863888888889,60.1783333333333
SN216115,MURJEK D,20.9263,66.4771
SN36490,BØYLEFOSS,8.717,58.5967
SN282300,MUONIO ALAMUONIO,23.6847222222222,67.9583333333333
SN297400,VANTAA HELSINKI-VANTAA AIRPORT,24.9566666666667,60.3266666666667
SN50540,BERGEN - FLORIDA,5.3327,60.383
SN204900,GALLIVARE,20.6458333333333,67.1422222222222
SN1048800,DRESDEN-KLOTZSCHE,13.7561111111111,51.1291666666667
SN1655000,CAPO BELLAVISTA,9.71305555555556,39.9308333333333
SN1239900,TERESPOL,23.6219444444444,52.0786111111111
SN91245,LYNGSEIDET V,20.212,69.5735
SN52415,FV57 SKODVIN,5.2288,60.7018
SN725500,BOURGES,2.35972222222222,47.0591666666667
SN77240,MOSJØEN - SMALMOÅSEN,13.2088,65.7795
SN30380,GODAL,9.5337,59.4558
SN18950,TRYVANNSHØGDA,10.6693,59.9847
SN76935,SNORRE A,2.1425,61.4489
SN221920,FROSTVIKEN D,14.3169,64.3866
SN20520,LUNNER,10.5753,60.295
SN65451,HITRA - SANDSTAD II,9.1125,63.5187
SN57789,FV614 GRYTADALEN,5.1948,61.6673
SN44780,FV316 TENGESDAL,5.9622,58.8642
SN43380,EGERSUND II,6.0054785,58.4621194
SN92860,ØKSFJORD - DEALLJA,22.3413,70.1728
SN83960,E6 SKJELLESVIKSKARET,16.3953,68.2565
SN25320,ÅL III,8.5609,60.6391
SN701500,LILLE-LESQUIN,3.0975,50.57
SN17640,FV155 RÅKEN,11.0083,59.7397
SN607000,AARHUS LUFTHAVN,10.6255555555556,56.3083333333333
SN47600,LITLEDAL,6.0657,59.6642
SN1286000,SZOLNOK,20.231111,47.117222
SN56850,VIKSDALEN I GAULAR,6.1983,61.3262
SN30320,SKIEN - ELSTRØM,9.5895,59.1992
SN52400,EIKANGER - MYR,5.3742,60.6268
SN13390,E6 FRYA,10.0747,61.5298
SN3019,FREDRIKSTAD BRANNSTASJON,10.945,59.2105
SN88628,FV862 SENJAHOPEN,17.511,69.4988
SN612000,ODENSE LUFTHAVN,10.3305555555556,55.475
SN48120,STORD LUFTHAVN,5.3407,59.7933
SN66620,RENNEBU - RAMSTAD,9.8354,62.864
SN1647000,PANTELLERIA,11.9711111111111,36.8138888888889
SN297600,KOTKA RANKKI,26.9588888888889,60.3752777777778
SN58770,E39 LOTETUNNELEN,6.026,61.9032
SN19760,ASKER - VARDÅSEN,10.3812,59.82
SN1551100,LOM,23.25,43.8166666666667
SN30410,SKIEN - KOLLMYR,9.5572,59.213
SN227180,JÖRN D,20.1072,65.0971
SN853800,SAGRES (8538-0),-8.95,37.0
SN19428,BÆRUM - HØVIK,10.5777,59.8925
SN92100,TROLL AIRFIELD,2.4668,-71.9563
SN40,FV21 KROKSTAD,11.82,59.8932
SN28750,FLESBERG,9.3995,59.8685
SN30275,SKIEN - STALSBERG,9.635,59.1988
SN1172300,BRNO/TURANY,16.6888888888889,49.1530555555556
SN79764,HJARTÅSEN,14.954,66.4993
SN16620,E6 AVSJØEN,9.4752,62.1807
SN69150,KVITHAMAR,10.8795,63.4882
SN228490,HOLMÖN D,20.8606,63.7918
SN266100,KOSTA (ORREFORS),15.4722222222222,56.845
SN64700,INNERDALEN,8.7753,62.722
SN15660,SKJÅK,8.1706,61.9013
SN716800,TROYES-BARBEREY,4.02,48.3247222222222
SN85380,SKROVA FYR,14.6485,68.1535
SN1523000,DEVA,22.8988888888889,45.865
SN76920,EKOFISK,3.2243,56.5433
SN9380,SNØHEIM,9.352,62.2958
SN68863,TRONDHEIM - VOLL PLU,10.4535,63.4107
SN53010,RV13 VIKAFJELL,6.5055,60.9692
SN215400,VIDSEL,20.1541666666667,65.8677777777778
SN24210,SOKNA II,9.9267,60.238
SN1049000,DOBERLUG-KIRCHHAIN,13.5747222222222,51.645
SN325700,LEEMING,-1.53305555555556,54.2969444444444
SN85470,KONGSMARKA,14.4793,68.2417
SN50480,BERGEN - SANDSLI,5.2777,60.2913
SN91490,E8 BOSSOVARRI,20.7455,69.1185
SN49080,ØVRE KROSSDALEN,6.3857,60.2795
SN1604500,UDINE/RIVOLTO,13.059,45.9806
SN256500,MALILLA,15.8011111111111,57.3844444444444
SN16611,E6 FOKSTUGU,9.28625,62.1125
SN18235,OSLO - FURUSET,10.8972,59.942
SN1960,E18 ØRJE VEST,11.6107,59.51
SN39570,FV42 UNDELAND,7.91,58.5773
SN58070,SANDANE,6.1835,61.7873
SN99735,EDGEØYA - KAPP HEUGLIN,22.8225,78.2508
SN51440,EVANGER,6.1105,60.647
SN50040,FV7 ÅLVIK AUST,6.4865,60.4437
SN1555200,VARNA,27.95,43.2
SN202400,STORA SJOFALLET,18.2944444444444,67.4963888888889
SN84770,E6 HÅLOGALANDSBRUA,17.482,68.4683
SN99843,PLATÅBERGET III,15.378,78.2278
SN57810,SVELGEN II,5.2983,61.7707
SN65310,VEIHOLMEN,7.9482,63.5176
SN52310,MODALEN III,5.9733,60.8562
SN223600,HALLHAXASEN,15.3311111111111,63.7694444444444
SN243500,BORLANGE,15.5008333333333,60.4291666666667
SN47232,ÅKREHAMN AMFI,5.1927,59.2643
SN40880,HOVDEN - LUNDANE,7.3897,59.5766
SN32850,KVITESEID - MOEN,8.473,59.4058
SN19527,SKRIVERBERGET,10.5315,59.96
SN217320,BRÄNNBERG D,21.26,65.7938
SN53530,MIDTSTOVA,7.2755,60.6563
SN218190,KYPÄSJÄRVI D,23.2295,66.1937
SN246900,TULLINGE,17.9127777777778,59.1788888888889
SN68262,KLÆBU II,10.4657,63.3064
SN79791,E6 SALTFJELLET ,15.3235,66.5548
SN1536000,SULINA,29.7269444444444,45.1622222222222
SN39220,MESTAD I ODDERNES,7.89,58.2153
SN1623000,PESCARA,14.1872222222222,42.4372222222222
SN232590,YTTERHOGDAL,14.9508,62.1825
SN59586,FV61 HAREIDSDALEN,5.9143,62.3468
SN293500,JYVASKYLA AIRPORT,25.6708333333333,62.3975
SN1547000,ROSIORII DE VEDE,24.9786111111111,44.1072222222222
SN226310,BALSJÖ D,19.0703,63.9206
SN397600,BELMULLET,-10.0069444444444,54.2275
SN18280,RV4 GJELLERÅSEN,10.9287,59.9865
SN1664800,LARISSA (AIRPORT),22.4602777777778,39.6461111111111
SN59667,VOLDA - BRATTEBERG SKOLE,6.1122,62.1497
SN224300,JUNSELE,16.95,63.6838888888889
SN220900,SYLARNA,12.2777777777778,63.0447222222222
SN10600,AURSUND,11.4534,62.6737
SN51610,E16 VOSS NORD,6.4355,60.6438
SN248210,AVESTA,16.1747,60.1419
SN21680,VEST-TORPA II,10.0358,60.9345
SN2625800,PSKOV,28.3333333333333,57.8166666666667
SN60860,E39 SOLAVÅGEN FERGEKAI,6.3272,62.4135
SN3358700,Uman,30.2327777777778,48.7669444444444
SN30293,SKIEN - GIMSØY,9.6087,59.1975
SN647600,ST-HUBERT,5.40388888888889,50.0388888888889
SN1281200,SZOMBATHELY,16.6477778,47.1983333
SN95590,BØRSELV II,25.5703,70.3133
SN41795,E39 OSESTAD,7.2092,58.111
SN32240,BØ,9.0287,59.4175
SN73250,SØRLI,13.765,64.2432
SN396900,DUBLIN AIRPORT,-6.25,53.4333333333333
SN61820,ERESFJORD,8.105,62.663
SN22990,E16 KALPLASSEN,9.3343,60.9532
SN275000,HANKO TVARMINNE,23.2483333333333,59.8438888888889
SN34115,E18 SPRANGFOSS BRU,9.4837,58.9675
SN94280,HAMMERFEST LUFTHAVN,23.6772,70.6807
SN19455,BÆRUM - HAMANGSKOGEN,10.51535,59.89285
SN231980,ÅSARNA D,14.3556,62.66
SN240880,TÖCKSFORS D,11.8397,59.5468
SN22730,HEDAL I VALDRES II,9.7238,60.6197
SN30248,BREVIK,9.7013,59.0537
SN27162,ÅSGÅRDSTRAND,10.46,59.3563
SN857900,LISBOA/GAGO COUTINHO,-9.1275,38.7661111111111
SN15050,RV15 LOM,8.5845,61.8412
SN5495,RV2 SIGERNESSJØEN,12.063,60.102
SN92650,NUVSVÅG,22.0705,70.2368
SN25110,HEMSEDAL II,8.593,60.8548
SN4780,GARDERMOEN,11.0802,60.2065
SN1242400,WROCLAW II,16.9,51.1033333333333
SN68238,E6 HEIMDAL,10.3695,63.3478
SN60890,BRUSDALSVATN II,6.4013,62.4654
SN93000,HASVIK - SLUSKFJELLET,22.4428,70.607
SN57660,EIMHJELLEN,5.8157,61.6407
SN52860,TAKLE,5.3813,61.0272
SN10800,SØLENDET,11.8153,62.6793
SN3120,ROLVSØY - ELVENESVEIEN,11.0207,59.2597
SN235500,KUGGOREN,17.5252777777778,61.7033333333333
SN25541,BAKKO I HOL II,8.00375,60.68108
SN34100,E18 ØDEGÅRDENS VERK,9.5368,58.9732
SN61410,MANNEN,7.7703,62.4555
SN81310,FV17 ÅSELIBRUA,14.6315,67.1978
SN252600,GOTEBORG-LANDVETTER,12.2919444444444,57.6761111111111
SN19718,ASKER BRANNSTASJON II,10.439,59.8303
SN41825,LYNGDAL,7.0452,58.134
SN54780,ØVRE ÅRDAL,7.8183,61.3115
SN90560,KVALØYSLETTA,18.8772,69.6988
SN19790,ASKER − BØDALEN,10.4523,59.7597
SN48500,ROSENDAL,6.0263667,59.9913349
SN219790,ÖVERTORNEÅ,23.622,66.3862
SN267000,KALMAR,16.3,56.6833333333333
SN67780,ÅLEN,11.2058,62.8523
SN19458,NADDERUD,10.5878,59.9248
SN12110,STANGE - RÅDHUSET,11.1903,60.7155
SN47172,KARMSUND DYREHOSPITAL,5.3173,59.3838
SN49720,TUSSAFOTEN,7.156,60.439
SN4735,GARDERMOEN - SØRØST,11.1105,60.1705
SN93700,KAUTOKEINO,23.0335,68.9968
SN80870,FV472 SANDHORNØYA,14.2075,67.0837
SN208100,KARESUANDO,22.4436111111111,68.4419444444444
SN4807,ULLENSAKER − BORGEN,11.2144,60.0948
SN6700,RV3 SVINGEN,11.4902,60.9573
SN94050,ØVRE LEIRBOTN,23.6168,70.1282
SN39160,KRISTIANSAND - HOLDALSNUTEN,8.019,58.1717
SN88640,HUSØY,17.6715,69.5457
SN27730,E18 FOKSERØD,10.2077,59.1828
SN52555,FV57 MONGSTAD SØR,5.0218,60.7928
SN224500,VILHELMINA,16.8422222222222,64.5811111111111
SN48069,FV542 BØMLABRUA,5.3795,59.7372
SN12666,E6 VINGNES,10.442,61.108
SN1711600,BURSA,29.013347,40.230827
SN28923,FV40 VEGGLI,9.1667,60.0393
SN13420,VENABU,10.1082,61.6513
SN27470,TORP,10.2553,59.1845
SN1715000,BALIKESİR HAVALİMANI,27.9166666667,39.6166666667
SN75550,SKLINNA FYR,10.9965,65.2023
SN68175,E6 MOHOLTLIA,10.4388,63.4078
SN62200,E39 FURSETFJELLET,7.6048,62.8275
SN60800,ØRSKOG,6.8167,62.4775
SN280700,INARI IVALO AIRPORT,27.4138888888889,68.6077777777778
SN90721,REBBENESØY - GRÅHAUGEN,18.7053,69.9997
SN63420,SUNNDALSØRA III,8.5473,62.6785
SN43090,JØSSINGFJORD,6.3582,58.325
SN16560,DOMBÅS - NORDIGARD,9.1147,62.07165
SN7660,ÅKRESTRØMMEN,11.2042,61.696
SN302600,STORNOWAY AIRPORT,-6.31888888888889,58.2133333333333
SN19530,AUREVANN,10.4601,59.9967
SN3356200,Vinnytsia,28.6041666666667,49.2477777777778
SN55740,ANESTØLEN,6.9077,61.3648
SN725,FV221 VALLDALSFJELL,12.132,62.0818
SN1246500,LODZ-LUBLINEK,19.3994444444,51.7233333333
SN8880,ALVDAL,10.6268,62.1093
SN241080,LETAFORS D,12.6989,60.7397
SN30305,FV32 KIKUT,9.6637,59.2485
SN3365800,Chernivtsi,25.9725,48.2663888888889
SN34800,TØRDAL - SUVDØLA,8.7742,59.1482
SN99720,HOPEN,25.0133,76.5097
SN667000,ZUERICH / KLOTEN,8.53583333333333,47.4797222222222
SN1502000,BOTOSANI,26.6455555555556,47.7355555555556
SN6440,VERMUNDSJØEN,12.369,60.6925
SN47450,STRAUMØY,5.4335,59.6532
SN27120,HORTEN - NYKIRKE,10.3847,59.4283
SN261500,FALSTERBO A,12.8166666666667,55.3836111111111
SN50070,KVAMSØY,6.2805,60.3632
SN17870,ÅS - RUSTADSKOGEN,10.8107,59.6703
SN43350,EIGERØYA,5.8718,58.4352
SN99460,PASVIK - SVANVIK,30.041,69.4552
SN91430,RIHPOJAVRI,20.5795,69.2235
SN214990,LÅNGTRÄSK D,19.249,65.1953
SN294400,TAMPERE-PIRKKALA AIRPORT,23.6175,61.4202777777778
SN63725,E6 OPPDAL,9.7215,62.6007
SN24240,RV7 RALLERUD,9.8453,60.2588
SN9580,TYNSET - HANSMOEN,10.732,62.2695
SN56790,E39 SANDE BRU,5.7774,61.3229
SN60190,ROALDSHORNET,6.849,62.3065
SN299200,LOVIISA ORRENGRUND,26.4444444444444,60.275
