id,name,countryCode,masl,lon,lat
SN822100,MADRID/BARAJAS,ES,609.0,-3.55555555555556,40.4666666666667
SN1223500,CHOJNICE,PL,165.0,17.5325,53.7152777777778
SN248190,VÄSTERÅS,SE,10.0,16.6034,59.5977
SN41990,E39 VATLAND,NO,220.0,6.9238,58.2205
SN94870,OLDERFJORD,NO,50.0,25.0767,70.4718
SN27330,TØNSBERG - TARANRØD,NO,33.0,10.2983,59.2938
SN49087,FOLGEFONNA SKISENTER TOPP,NO,1390.0,6.4298,60.2178
SN27420,TJØME,NO,32.0,10.398,59.1205
SN57000,FØRDE LH - BRINGELAND,NO,321.0,5.76,61.391
SN258400,GOTSKA SANDON,SE,,19.2,58.4
SN47445,E39 SVEIO,NO,50.0,5.4848,59.625
SN68125,SVERRESBORG,NO,156.0,10.3498,63.4223
SN86598,STOKMARKNES LH - VEST,NO,3.0,15.0147,68.5813
SN98360,BÅTSFJORD - STRAUMSNESAKSLA,NO,152.0,29.7,70.6028
SN13110,E6 FÅBERG,NO,205.0,10.4107,61.1697
SN11710,EINAVATN,NO,406.0,10.6408,60.59505
SN1624200,ROMA/FIUMICINO,IT,4.0,12.2388888888889,41.8002777777778
SN294700,MIKKELI AIRPORT,FI,99.0,27.2022222222222,61.6886111111111
SN261845,HALMSTAD,SE,24.0,12.9242,56.6737
SN28380,KONGSBERG BRANNSTASJON,NO,170.0,9.6377,59.6247
SN47194,SKUDENES UNGDOMSSKOLE,NO,16.0,5.253,59.1535
SN298100,PARAINEN UTO,FI,9.0,21.3677777777778,59.7841666666667
SN718000,NANCY-ESSEY,FR,229.0,6.22138888888889,48.6877777777778
SN222100,KORSVATTNET,SE,717.0,13.5038888888889,63.8397222222222
SN30255,PORSGRUNN - ÅS,NO,100.0,9.6603,59.0872
SN220700,STORLIEN-STORVALLEN A,SE,583.0,12.1219444444444,63.2827777777778
SN1196800,KOSICE,SK,230.0,21.2166666666667,48.6666666666667
SN55430,JOSTEDALEN - MJØLVERSGRENDI,NO,305.0,7.2762,61.6595
SN30650,NOTODDEN LUFTHAVN,NO,20.0,9.2111,59.5666
SN38150,E18 INNTJORHEIA,NO,70.0,8.462,58.2968
SN17820,E6 NØSTVET,NO,111.0,10.832,59.7718
SN261800,TORUP,SE,133.0,13.0602777777778,56.9494444444444
SN91380,SKIBOTN II,NO,20.0,20.2823,69.3875
SN18233,OSLO - NYLAND,NO,120.0,10.864,59.9452
SN44520,HELLAND I GJESDAL,NO,288.0,6.0135,58.755
SN46090,RV13 EIANE,NO,30.0,6.2927,59.2942
SN245615,FILMS KYRKBY,SE,39.0,17.9078,60.2363
SN1542000,BUCURESTI BANEASA,RO,90.0,26.0780555555556,44.5105555555556
SN44610,KVITSØY - NORDBØ,NO,21.0,5.4122,59.0705
SN55735,RV5 FRUDALEN,NO,521.0,6.8745,61.3473
SN17775,FAGERSTRAND,NO,32.0,10.5886,59.7377
SN64330,KRISTIANSUND LUFTHAVN,NO,62.0,7.8158,63.1093
SN39200,KRISTIANSAND - KVADRATUREN,NO,25.0,7.9968,58.1457
SN262500,SKILLINGE,SE,4.0,14.3172222222222,55.4888888888889
SN57700,RV5 GROV,NO,24.0,5.3312,61.6137
SN71750,BREIVOLL,NO,94.0,10.4055,63.918
SN31520,GROSET,NO,949.0,8.315,59.8358
SN63630,TROLLHEIMEN - STORHORNET,NO,1550.0,9.392,62.6352
SN24890,NESBYEN - TODOKK,NO,166.0,9.1323,60.567
SN1615300,CAPO MELE,IT,220.0,8.16972222222222,43.9572222222222
SN82130,RV80 NORDVIKA,NO,5.0,15.162,67.3312
SN275500,YLIVIESKA AIRFIELD,FI,76.0,24.7247222222222,64.0502777777778
SN77034,FAUSKANE,NO,0.0,5.726357,62.566785
SN51940,E16 VINJE VEST,NO,215.0,6.4997,60.7855
SN618000,KOEBENHAVNS LUFTHAVN,DK,5.0,12.6452777777778,55.6141666666667
SN40510,BLÅSJØ,NO,1105.0,6.8817,59.3335
SN202900,TARFALA,SE,1145.0,18.6072222222222,67.9113888888889
SN91120,LYNGEN - GJERDELVDALEN,NO,670.0,20.15185,69.5599107
SN64590,FV65 ØVRE RINDAL,NO,295.0,9.4367,63.097
SN1674900,RHODES (AIRPORT),GR,6.0,28.0880555555556,36.4019444444444
SN12960,SJUSJØEN - STORÅSEN,NO,930.0,10.7088,61.1638
SN280500,UTSJOKI KEVO,FI,107.0,27.0066666666667,69.7563888888889
SN50570,SKREDDERDALEN,NO,175.0,5.3358,60.404
SN214710,MALÅ,SE,320.0,18.7431,65.1808
SN54320,BORGUND - LO,NO,407.0,7.818,61.0583
SN64970,FV65 NORDMARKA I SURNADAL,NO,244.0,8.6638,63.0075
SN3352600,Ivano-Frankivsk,UA,280.0,24.6891666666667,48.8891666666667
SN76965,OSEBERG C,NO,,2.7757,60.6083
SN99700,BJØRNØYA RADIOSONDESTASJON,SJ,18.0,18.9977,74.5033
SN1151800,PRAHA/RUZYNE,CZ,380.0,14.2555555555556,50.1002777777778
SN31855,E134 AMBJØRNDALEN,NO,335.0,8.585,59.5873
SN17850,ÅS,NO,92.0,10.7818,59.6605
SN57030,FV609 HOLMEDAL VEST,NO,62.0,5.1728,61.3592
SN91060,SJURSNES,NO,25.0,19.7092,69.6017
SN27261,TØNSBERG - VALLØ,NO,9.0,10.4985,59.2625
SN245600,FILM,SE,33.0,17.9044444444444,60.2358333333333
SN37570,BORSÆ,NO,740.0,7.829,59.38
SN242370,ÖSTMARK-ÅSARNA,SE,135.0,12.8538,60.2788
SN211040,HEMAVAN D,SE,475.0,15.0885,65.8224
SN32061,GVARV - NES BIOFORSK,NO,94.0,9.2118,59.3822
SN90360,E8 SANDVIKEIDET,NO,80.0,19.0087,69.5463
SN4455,RV4 ÅNEBY,NO,138.0,10.8467,60.1107
SN601100,TORSHAVN,DK,54.0,-6.76472222222222,62.0230555555556
SN27010,KONNERUD,NO,193.0,10.146,59.713
SN65275,E39 HEMNEKJØLEN,NO,350.0,9.3853,63.228
SN57990,GJENGEDAL,NO,230.0,5.9468,61.6594
SN76929,YME,NO,50.0,4.5345,57.8188
SN203100,RENSJON,SE,494.0,19.8394444444444,68.0747222222222
SN59210,RV 15 MÅLØYBRUA,NO,10.0,5.1213,61.9292
SN50310,KVAMSKOGEN - JONSHØGDI,NO,455.0,5.964,60.3887
SN76938,ULA,NO,111.0,2.8458,57.408
SN85040,ROTVÆR,NO,8.0,15.943,68.368
SN51530,VOSSEVANGEN,NO,54.0,6.4265,60.6252
SN16845,E136 LORA,NO,620.0,8.6903,62.147
SN12700,LILLEHAMMER - VÅRSÆTERGRENDA,NO,507.0,10.5112,61.104
SN26750,FV35 HEMSDALEN HOF,NO,45.0,10.0597,59.5702
SN58860,TROLLEDALSEGGA,NO,1020.0,6.1065,61.8902
SN79253,E12 UMBUKTA,NO,533.0,14.5837,66.1657
SN50175,AUSTEVOLL,NO,32.0,5.2038,60.0167
SN50830,E16 INDRE ARNA,NO,20.0,5.461,60.4213
SN3190,SARPSBORG,NO,57.0,11.1128,59.2852
SN50525,RV555 SOTRABRUA,NO,30.0,5.1555,60.372
SN224740,BORGVATTNET D,SE,380.0,15.8283,63.4248
SN43895,FV44 KVASSHEIM,NO,10.0,5.6815,58.5505
SN65320,FV6200 VERJESKIFTBRUA,NO,19.0,7.9933,63.478
SN45770,HJELMELAND,NO,43.0,6.1498,59.23
SN56895,FV13 GAULARFJELL - MJELL,NO,451.0,6.3215,61.3457
SN59820,FV654 HERØYBRUA ,NO,23.0,5.7208,62.3195
SN2282000,PETROZAVODSK,RU,110.0,34.2666666666667,61.8166666666667
SN5370,FV24 RASAN ,NO,263.0,11.5087,60.5252
SN99879,ADVENTDALEN - INNERHYTTA PINGO,SJ,,16.3442,78.1888
SN17150,RYGGE,NO,40.0,10.798,59.3742
SN18020,OSLO - LAMBERTSETER,NO,135.0,10.8185,59.8775
SN50507,FV285 BØNESSKOGEN,NO,90.0,5.2992,60.331
SN58950,GRODÅS,NO,60.0,6.517,61.972
SN1182600,PIESTANY,SK,163.0,17.8333333333333,48.6166666666667
SN4715,JESSHEIM,NO,203.0,11.1827,60.1481
SN68173,TRONDHEIM - GLØSHAUGEN,NO,60.0,10.4072,63.4153
SN73466,NORDLI - SANDVIKA,NO,420.0,13.5978,64.4595
SN67150,LEINSTRAND,NO,13.0,10.2733,63.3281
SN84905,E10 BJØRNFJELL,NO,499.0,18.1035,68.436
SN55720,SKARDSBØFJELLET,NO,713.0,7.0183,61.2168
SN46820,FV520 ILSTAD,NO,185.0,6.2692,59.5612
SN19958,SYLLING,NO,88.0,10.2937,59.8953
SN76750,SANDNESSJØEN LH - STOKKA,NO,17.0,12.4783,65.9635
SN605200,THYBOROEN,DK,2.0,8.215,56.7066666666667
SN30428,RV36 FJÆREKILEN,NO,20.0,9.5403,59.1855
SN90800,TORSVÅG FYR,NO,21.0,19.4997,70.2452
SN52535,FEDJE,NO,19.0,4.715,60.7525
SN294200,KANKAANPAA NIINISALO PUOLVOIM,FI,124.0,22.4633333333333,61.8386111111111
SN1561400,SOFIA (OBSERV.),BG,595.0,23.3833333333333,42.65
SN99870,ADVENTDALEN,SJ,15.0,15.831,78.2022
SN1065500,WUERZBURG,DE,268.0,9.95777777777778,49.7702777777778
SN86520,SORTLAND - KLEIVA,NO,14.0,15.2832,68.648
SN18980,OSLO - LILLEAKER,NO,23.0,10.635,59.9185
SN40405,RV9 BYKLE,NO,590.0,7.3405,59.3501
SN39750,BYGLANDSFJORD - NESET,NO,207.0,7.803,58.6863
SN76956,GOLIAT FPSO,NO,46.0,22.25,71.3112
SN63705,OPPDAL - SÆTER,NO,604.0,9.666,62.6027
SN20954,DRAUPNER,NO,,2.4728,58.1888
SN52750,FRØYSET,NO,13.0,5.2108,60.8462
SN207290,KANGOS D,SE,230.0,22.6647,67.4954
SN27315,RAMNES - KILE VESTRE,NO,39.0,10.2397,59.3808
SN19940,LIER,NO,39.0,10.2598,59.7908
SN69420,KLUKSDAL,NO,521.0,11.9045,63.2855
SN33990,E134 HAUKELIFJELL,NO,990.0,7.0873,59.8498
SN30249,LANGANGEN,NO,5.0,9.802,59.0875
SN804500,VIGO/PEINADOR,ES,261.0,-8.62388888888889,42.2386111111111
SN1135,FV101 PRESTEBAKKE,NO,160.0,11.5408,58.99
SN62700,HUSTADVATN,NO,80.0,7.2436,62.9087
SN90100,MALANGEN - PÅLFINNMOEN,NO,124.0,18.6773,69.414
SN27055,FV312 HANEKLEIVA,NO,75.0,10.181,59.5735
SN90450,TROMSØ,NO,100.0,18.9368,69.6537
SN35210,GJERSTAD JERNBANESTASJON,NO,32.0,9.0263,58.87
SN61408,E136 HORGHEIM,NO,55.0,7.7612,62.4888
SN88440,SIFJORD,NO,10.0,17.149,69.2858
SN43007,E39 DRANGSDALEN,NO,171.0,6.4062,58.4727
SN240800,BLOMSKOG,SE,170.0,12.0780555555556,59.2219444444444
SN212000,KVIKKJOKK-ARRENJARKA,SE,320.0,18.0166666666667,66.8833333333333
SN231900,BORTNAN,SE,467.0,13.8458333333333,62.7558333333333
SN68110,SKISTUA,NO,451.0,10.2642,63.4182
SN31550,MØSVASSDAMMEN,NO,885.0,8.3265,59.8295
SN91715,FV866 SKATTØRSUND,NO,25.0,20.8985,70.0033
SN3366300,Mohyliv-Podilskyi,UA,78.0,27.7797222222222,48.4525
SN27270,TØNSBERG - KILEN,NO,3.0,10.4312,59.2782
SN46425,E134 RØLDALSTUNNELEN AUST,NO,789.0,6.7383,59.8228
SN44550,SOLA RADIOSONDESTASJON,NO,33.0,5.6645,58.8725
SN85560,LEKNES LUFTHAVN,NO,26.0,13.615,68.155
SN65230,HEMNE - LENES,NO,45.0,9.0115,63.2613
SN1210000,KOLOBRZEG,PL,3.0,15.5805555555556,54.1827777777778
SN47262,KARMØY - STORASUND,NO,31.0,5.264,59.39415
SN55705,RV5 KAUPANGER,NO,170.0,7.2098,61.2017
SN48330,SLÅTTERØY FYR,NO,25.0,5.0668,59.907
SN46930,VATS I VINDAFJORD,NO,20.0,5.7208,59.4927
SN40300,RV9 REIMAMOEN,NO,386.0,7.41,59.2713
SN69010,SVARTTJØRNBEKKEN,NO,285.0,10.648,63.3188
SN91251,MANNDALEN - VADDJA,NO,72.0,20.5268,69.4722
SN27318,UNDRUMSDAL,NO,46.0,10.3672,59.363
SN60980,FV658 GISKEBRUA,NO,17.0,6.0762,62.5082
SN286900,KUUSAMO AIRPORT,FI,264.0,29.2225,65.9955555555556
SN5660,ROVERUD,NO,170.0,12.0913,60.2537
SN715700,ROISSY,FR,119.0,2.53444444444444,49.0152777777778
SN18310,OSLO - TØYEN,NO,19.0,10.7747,59.9147
SN47890,OPSTVEIT,NO,38.0,6.0169242,59.8577805
SN240390,VÄRMLANDS-EKENÄS D,SE,50.0,13.2384,58.8973
SN296500,LAHTI LAUNE,FI,78.0,25.6308333333333,60.9622222222222
SN61070,E39 ØRSKOGFJELL,NO,305.0,6.949,62.5325
SN90650,GRUNNFJORD - STAKKEN,NO,7.0,19.573,70.0083
SN46410,RV13 BOTNEN,NO,403.0,6.7898,59.7528
SN1051300,KOELN/BONN,DE,92.0,7.15861111111111,50.8661111111111
SN226080,NORA-ÖSTANÖ D,SE,50.0,18.1795,62.8599
SN62290,MOLDE - NØISOMHED,NO,5.0,7.2275,62.7413
SN728000,DIJON-LONGVIC,FR,222.0,5.08833333333333,47.2677777777778
SN82970,E6 KRÅKMOFJELLET,NO,326.0,15.9142,67.7463
SN38730,HYNNEKLEIV,NO,162.0,8.4167,58.6007
SN3363100,Uzhhorod,UA,118.0,22.2611111111111,48.6333333333333
SN8800,RV3 ØSTLUND,NO,387.0,10.9097,61.8645
SN56010,HØYANGER VERK,NO,15.0,6.0702,61.22
SN770,ELLEFSPLASS,NO,713.0,11.4525,62.204
SN19925,LIERSKOGEN - HEIA,NO,197.0,10.3292,59.8207
SN12550,KISE PA HEDMARK,NO,128.0,10.8055,60.7733
SN234720,HUDIKSVALL,SE,5.0,17.086,61.7167
SN254000,KROPPEFJALL-GRANAN,SE,174.0,12.1975,58.6069444444444
SN71280,LEKSVIK - MYRAN,NO,138.0,10.6075,63.6856
SN25640,GEILO,NO,841.0,8.1483,60.532
SN391700,ALDERGROVE,GB,82.0,-6.22583333333333,54.6633333333333
SN18265,E6 DJUPDALEN,NO,188.0,10.975,59.962
SN241090,KINDSJÖN D,SE,425.0,12.7103,60.6591
SN295800,LAPPEENRANTA AIRPORT,FI,106.0,28.1511111111111,61.0441666666667
SN37070,RV41 ÅMLI,NO,160.0,8.562,58.9032
SN214910,GLOMMERSTRÄSK,SE,395.0,19.6673,65.278
SN76968,VISUNDFELTET,NO,,2.4327,61.3648
SN76250,SØMNA - STEIN,NO,19.0,12.1643,65.2965
SN291700,SIILINJARVI KUOPIO AIRPORT,FI,96.0,27.7994444444444,63.0083333333333
SN715000,LE BOURGET,FR,67.0,2.4275,48.9675
SN219100,STORON,SE,4.0,23.1008333333333,65.6983333333333
SN628000,GRONINGEN AP EELDE,NL,5.0,6.58472222222222,53.1236111111111
SN85545,LEKNES NORD,NO,15.0,13.6,68.15
SN8450,ATNDALEN - RØNNINGEN,NO,533.0,10.501,61.791
SN26950,SVELVIK - KNEM,NO,4.0,10.4047,59.6027
SN30530,NOTODDEN,NO,34.0,9.2643,59.5688
SN420,HEGGERISET - NORDSTRAND,NO,481.0,11.9963,61.6848
SN241000,MALUNG,SE,308.0,13.6833333333333,60.6666666666667
SN67153,E39 ØYSAND,NO,13.0,10.2438,63.3237
SN765000,MARIGNANE,FR,21.0,5.21611111111111,43.4377777777778
SN760200,BIARRITZ-ANGLET,FR,75.0,-1.53444444444444,43.4694444444444
SN70930,SNÅSA - NAGELHUS,NO,107.0,12.4393,64.249
SN64300,KRISTIANSUND - KARIHOLA,NO,5.0,7.7027,63.1257
SN62900,EIDE PÅ NORDMØRE,NO,49.0,7.3896,62.8909
SN68050,LADE,NO,13.0,10.4428,63.4428
SN66175,FV65 BYE,NO,15.0,9.7628,63.2307
SN1380,RV22 GAUTESTAD,NO,130.0,11.3027,59.376
SN49245,SKARE,NO,255.0,6.5887,59.9333
SN291000,MUSTASAARI VALASSAARET,FI,4.0,21.0644444444444,63.4355555555556
SN52170,EKSINGEDAL,NO,450.0,6.1469,60.8028
SN80700,GLOMFJORD,NO,39.0,13.9793,66.8102
SN13160,KVITFJELL,NO,1030.0,10.1277,61.4648
SN76959,BRAGE,NO,,3.0468,60.5425
SN50770,KV4339 BLINDHEIM,NO,80.0,5.3888,60.4612
SN76932,HEIMDAL,NO,59.0,2.2273,59.5742
SN1252000,KLODZKO,PL,356.0,16.6141666666667,50.4369444444444
SN77040,AASTA HANSTEEN,NO,52.0,7.0958,67.0672
SN1571200,SANDANSKI,BG,203.0,23.2666666666667,41.55
SN209500,PAJALA,SE,164.0,23.39,67.2036111111111
SN79220,SKAMDAL,NO,37.0,13.904,66.2348
SN828000,ALBACETE/LOS LLANOS,ES,702.0,-1.8625,38.9516666666667
SN99927,VERLEGENHUKEN,SJ,8.0,16.2433,80.0555
SN211025,KITTELFJÄLL D,SE,570.0,15.5269,65.2574
SN4090,VALLERUDÅSEN,NO,227.0,10.9425,59.914
SN36200,TORUNGEN FYR,NO,12.0,8.7893,58.3988
SN31400,FYRIEGG,NO,1008.0,8.6978,59.8655
SN3731,E18 SMAALENENE VIND,NO,100.0,11.0917,59.5928
SN84630,NARVIK - FAGERNESFJELLET,NO,1000.0,17.4802,68.421
SN17090,E6 KARLSHUS,NO,50.0,10.897,59.3503
SN58100,SANDANE LUFTHAMN,NO,60.0,6.1043,61.8293
SN86810,FV915 BØ,NO,8.0,14.4898,68.781
SN76914,ITASMOBAWS1,NO,93.0,10.7821181,59.660088
SN202430,BJÖRKUDDEN,SE,376.0,18.7156,67.3956
SN52475,BLOMVÅG - SELE,NO,30.0,4.8933,60.5313
SN76923,GULLFAKS C,NO,80.0,2.2687,61.2042
SN1220500,SZCZECIN,PL,1.0,14.6227777777778,53.3952777777778
SN4960,RV2 UVESUND BRU,NO,130.0,11.4792,60.2688
SN15430,BØVERDAL,NO,700.0,8.2423,61.7195
SN36110,ARENDAL BRANNSTASJON II,NO,50.0,8.7228,58.4613
SN99882,NEDRE SASSENDALEN,SJ,13.0,16.6818,78.3313
SN31660,MOGEN,NO,954.0,7.913,60.018
SN50815,E39 VÅGSBOTN,NO,92.0,5.348,60.4768
SN243530,FALUN-LUGNET,SE,140.0,15.6603,60.619
SN26932,DRAMMEN - AUSTAD,NO,100.0,10.2168,59.721
SN27282,TØNSBERG - VEAR,NO,30.0,10.3603,59.2632
SN53130,FRESVIK,NO,32.0,6.9345,61.0688
SN98976,TORVHAUGDALEN,NO,268.0,29.1003,70.306
SN38380,DOVLAND,NO,259.0,8.0392,58.5234
SN23720,VANG I VALDRES,NO,489.0,8.569,61.124
SN18920,OSLO - BESSERUD,NO,177.0,10.671,59.9573
SN12290,HAMAR II,NO,141.0,11.0948,60.80056
SN99855,LONGYEARDALEN - VALLEY BOTTOM,SJ,,15.609,78.2097
SN4260,SKEDSMO - HELLERUD,NO,143.0,10.9777,59.9775
SN262900,HASTVEDA,SE,103.0,13.9377777777778,56.2744444444444
SN61025,FV659 LEPSØYBRUA,NO,27.0,6.2537,62.5947
SN51470,BULKEN,NO,328.0,6.222,60.6455
SN82450,TENNHOLMEN,NO,,13.57,67.34
SN16040,OTTA - SKANSEN,NO,309.0,9.5413,61.7782
SN94230,ROGNSUNDET,NO,18.0,22.8177,70.4107
SN286200,KEMI AJOS,FI,3.0,24.5152777777778,65.6730555555555
SN12030,E6 ESPA,NO,141.0,11.2502,60.5545
SN78170,E6 OSEN,NO,155.0,13.5822,66.053
SN66740,E6 ULSBERG,NO,425.0,9.9839,62.7509
SN61420,MARSTEIN,NO,67.0,7.8355,62.4458
SN51210,E16 DALSEID,NO,5.0,5.8335,60.6123
SN43530,FV316 SAGLANDSBAKKEN,NO,120.0,6.0762,58.5603
SN218400,PAHAROVA,SE,228.0,22.3363888888889,66.8105555555556
SN17000,STRØMTANGEN FYR,NO,10.0,10.8288,59.1513
SN2980,FV118 SVINESUND,NO,66.0,11.2753,59.1105
SN35090,EIKELAND,NO,42.0,9.098,58.8037
SN91200,NORD-LENANGEN II,NO,10.0,20.1968,69.931
SN84920,E10 TROLLVIKDAL,NO,170.0,17.4255,68.53
SN17380,RYGGE - HUGGENES,NO,35.0,10.7543,59.398
SN26594,DRAMMEN - DANVIK,NO,25.0,10.1973,59.7327
SN58390,INNVIK - HEGGDAL,NO,70.0,6.6,61.838
SN217380,KOLER D,SE,285.0,20.4675,65.504
SN26630,VESTFOSSEN,NO,13.0,9.8728,59.7323
SN50710,E39 EIDSVÅG,NO,22.0,5.3217,60.4365
SN44080,OBRESTAD FYR,NO,24.0,5.5553,58.6592
SN64760,SURNADAL - SYLTE,NO,5.0,8.6895,62.9853
SN98790,VADSØ LUFTHAVN,NO,39.0,29.8352,70.0653
SN12320,HAMAR - STAVSBERG,NO,221.0,11.0697,60.818
SN1185800,HURBANOVO,SK,115.0,18.2,47.8666666666667
SN3377700,Voznesensk,UA,34.0,31.32,47.5825
SN256300,HARSTENA,SE,14.0,17.0105555555556,58.2505555555556
SN670000,GENEVE / COINTRIN,CH,411.0,6.12775,46.247517
SN1080300,FREIBURG,DE,236.0,7.83416666666667,48.0233333333333
SN53680,FLÅM - JOASETBERGI,NO,860.0,7.1603,60.8625
SN99867,GRUVEFJELLET - BLOCKFIELD PLATEAU,SJ,464.0,15.6317,78.1965
SN261100,HELSINGBORG,SE,43.0,12.7652777777778,56.0305555555556
SN18690,E18 HJORTNES,NO,20.0,10.7043,59.9112
SN1631000,CAPO PALINURO,IT,184.0,15.2802777777778,40.025
SN24710,GULSVIK II,NO,142.0,9.605,60.383
SN91505,E6 NORDNES,NO,18.0,20.3988,69.585
SN94430,FV889 SELVIKHØYDEN,NO,127.0,24.6713,70.9352
SN1249500,LUBLIN RADAWIEC,PL,238.0,22.3930555555556,51.2166666666667
SN17030,ONSØY - EVJA,NO,3.0,10.75,59.2648
SN60247,FV60 KJELLSTADLIA,NO,391.0,6.7288,62.028
SN210400,HEMAVAN,SE,485.0,15.0833333333333,65.8166666666667
SN12580,E6 RUDSHØGDA,NO,230.0,10.7955,60.9153
SN46610,SAUDA,NO,5.0,6.3499,59.6479
SN31080,TESSUNGDALEN - BAKKHUS,NO,762.0,8.7033,60.1293
SN87970,E6 ØSE,NO,280.0,17.6513,68.6207
SN81340,FV812 HOGNDALEN,NO,93.0,14.8187,67.2037
SN204990,SADJEM D,SE,355.0,21.2324,66.9615
SN99840,SVALBARD LUFTHAVN,SJ,28.0,15.5015,78.2453
SN25580,RV7 KVISLA,NO,667.0,8.3213,60.5825
SN76926,SLEIPNER A,NO,85.0,1.9091,58.3711
SN2761200,MOSKVA VDNH,RU,147.0,37.6167,55.8333
SN18645,OSLO - SOLLI PLASS,NO,25.0,10.7202,59.9142
SN1608400,PIACENZA S. DAMIANO,IT,138.0,9.72777777777778,44.9091666666667
SN250100,VADEROARNA,SE,22.0,11.0661111111111,58.5761111111111
SN1103600,WIEN/SCHWECHAT-FLUGHAFEN,AT,183.0,16.5813888888889,48.1175
SN213540,GARGNÄS D,SE,295.0,17.9505,65.3263
SN26872,DRAMMEN - ØREN SKOLE,NO,25.0,10.1705,59.7523
SN707000,REIMS-COURCY,FR,95.0,4.05,49.3
SN53070,VIK I SOGN III,NO,65.0,6.5813,61.0728
SN291900,LAPPEENRANTA HIEKKAPAKKA,FI,77.0,28.4727777777778,61.1980555555556
SN65370,SMØLA - MOLDSTAD,NO,30.0,8.063,63.4197
SN80102,SOLVÆR III,NO,10.0,12.611,66.3705
SN82650,VALLJORD,NO,3.0,15.5892,67.3605
SN47220,FV47 FERKINGSTAD,NO,35.0,5.1837,59.1895
SN296700,KOTKA HAAPASAARI,FI,4.0,27.1852777777778,60.2866666666667
SN18205,OSLO - LØREN,NO,88.0,10.7902,59.9287
SN4200,KJELLER,NO,108.0,11.0383,59.9708
SN69865,LEVANGER II,NO,3.0,11.28,63.7395
SN60310,FV63 KORSMYRA,NO,620.0,7.1848,62.1362
SN253680,ULRICEHAMN,SE,175.0,13.4083,57.8052
SN42160,LISTA FYR,NO,14.0,6.5675,58.109
SN34130,JOMFRULAND,NO,3.0,9.5745,58.8565
SN27500,FÆRDER FYR,NO,6.0,10.5242,59.0272
SN218600,LULEA-KALLAX (2186-0),SE,17.0,22.1280555555556,65.5444444444445
SN68860,TRONDHEIM - VOLL,NO,127.0,10.4538,63.4107
SN757700,MONTELIMAR,FR,73.0,4.73305555555556,44.5811111111111
SN19820,HURUM RADAR,NO,363.0,10.5645,59.6272
SN80730,FV17 TORSVIKA,NO,10.0,13.6675,66.8815
SN60400,NORDDAL,NO,28.0,7.2392,62.2477
SN89980,TAMOKDALEN,NO,230.0,19.6278,69.0935
SN1531000,GALATI,RO,69.0,28.0322222222222,45.4730555555556
SN61620,E136 BJORLI,NO,554.0,8.164,62.2702
SN27590,SANDEFJORD - SENTRUM,NO,20.0,10.2195,59.129
SN27285,E18 GULLI NORD,NO,30.0,10.3748,59.3183
SN77850,SUSENDAL,NO,498.0,14.2457,65.3675
SN100,PLASSEN,NO,333.0,12.5039,61.1349
SN60947,E136 ÅLESUND,NO,10.0,6.2038,62.4702
SN254290,SKARA,SE,115.0,13.4407,58.4072
SN7190900,"IQALUIT A, NU",CA,34.0,-68.55,63.75
SN49490,ULLENSVANG FORSØKSGARD,NO,12.0,6.6538,60.3185
SN619300,HAMMER ODDE FYR,DK,8.0,14.7719444444444,55.2980555555556
SN1705000,EDIRNE,TR,51.0,26.5666666666667,41.6666666666667
SN85440,KVITFOSSEN I VÅGAN,NO,3.0,14.6522,68.3267
SN58480,OLDEDALEN,NO,44.0,6.8088,61.694
SN50450,FANA - STEND,NO,54.0,5.3305,60.2728
SN41550,LJOSLAND - MONEN,NO,504.0,7.3501,58.7878
SN82560,KJERRINGØY - STRANDÅ,NO,20.0,14.8722,67.5437
SN76962,HULDRAFELTET,NO,,2.6503,60.8558
SN274100,JOMALA JOMALABY,FI,11.0,19.9863888888889,60.1783333333333
SN216115,MURJEK D,SE,260.0,20.9263,66.4771
SN36490,BØYLEFOSS,NO,63.0,8.717,58.5967
SN282300,MUONIO ALAMUONIO,FI,236.0,23.6847222222222,67.9583333333333
SN297400,VANTAA HELSINKI-VANTAA AIRPORT,FI,51.0,24.9566666666667,60.3266666666667
SN50540,BERGEN - FLORIDA,NO,12.0,5.3327,60.383
SN204900,GALLIVARE,SE,359.0,20.6458333333333,67.1422222222222
SN1048800,DRESDEN-KLOTZSCHE,DE,227.0,13.7561111111111,51.1291666666667
SN1655000,CAPO BELLAVISTA,IT,138.0,9.71305555555556,39.9308333333333
SN1239900,TERESPOL,PL,133.0,23.6219444444444,52.0786111111111
SN91245,LYNGSEIDET V,NO,53.0,20.212,69.5735
SN52415,FV57 SKODVIN,NO,50.0,5.2288,60.7018
SN725500,BOURGES,FR,161.0,2.35972222222222,47.0591666666667
SN77240,MOSJØEN - SMALMOÅSEN,NO,135.0,13.2088,65.7795
SN30380,GODAL,NO,475.0,9.5337,59.4558
SN18950,TRYVANNSHØGDA,NO,514.0,10.6693,59.9847
SN76935,SNORRE A,NO,114.0,2.1425,61.4489
SN221920,FROSTVIKEN D,SE,330.0,14.3169,64.3866
SN20520,LUNNER,NO,372.0,10.5753,60.295
SN65451,HITRA - SANDSTAD II,NO,13.0,9.1125,63.5187
SN57789,FV614 GRYTADALEN,NO,422.0,5.1948,61.6673
SN44780,FV316 TENGESDAL,NO,170.0,5.9622,58.8642
SN43380,EGERSUND II,NO,14.0,6.0055,58.4622
