station,time,air_pressure_at_sea_level,air_temperature,wind_speed
SN10380,2023-05-25 00:00:00+00:00,1017.3,-3.0,1.0
SN10380,2023-05-25 01:00:00+00:00,1017.6,-2.0,1.5
SN10380,2023-05-25 02:00:00+00:00,1018.1,-2.6,1.8
SN10380,2023-05-25 03:00:00+00:00,1018.8,-1.0,1.0
SN10380,2023-05-25 04:00:00+00:00,1018.0,2.0,1.7
SN10380,2023-05-25 05:00:00+00:00,1017.9,3.0,2.1
SN10380,2023-05-25 06:00:00+00:00,1017.7,5.0,3.1
SN10380,2023-05-25 07:00:00+00:00,1018.0,7.0,3.6
SN10380,2023-05-25 08:00:00+00:00,1017.8,7.0,5.7
SN10380,2023-05-25 09:00:00+00:00,1017.6,8.0,6.2
SN10380,2023-05-25 10:00:00+00:00,1017.8,8.0,7.4
SN10380,2023-05-25 11:00:00+00:00,1017.8,8.0,6.8
SN10380,2023-05-25 12:00:00+00:00,1018.1,8.0,6.7
SN10380,2023-05-25 13:00:00+00:00,1018.1,8.0,6.0
SN10380,2023-05-25 14:00:00+00:00,1017.4,8.1,6.2
SN10380,2023-05-25 15:00:00+00:00,1017.0,9.0,5.7
SN10380,2023-05-25 16:00:00+00:00,1016.4,8.0,5.1
SN10380,2023-05-25 17:00:00+00:00,1016.6,6.5,5.0
SN10380,2023-05-25 18:00:00+00:00,1016.1,6.0,1.8
SN10380,2023-05-25 19:00:00+00:00,1015.5,6.1,2.5
SN10380,2023-05-25 20:00:00+00:00,1015.0,5.5,3.1
SN10380,2023-05-25 21:00:00+00:00,1015.0,4.6,3.1
SN10380,2023-05-25 22:00:00+00:00,1015.4,3.0,3.6
SN10380,2023-05-25 23:00:00+00:00,1017.0,2.0,7.2
SN10380,2023-05-26 00:00:00+00:00,1018.2,1.0,5.1
SN10380,2023-05-26 01:00:00+00:00,1019.8,0.0,3.7
SN10380,2023-05-26 02:00:00+00:00,1019.6,1.0,2.8
SN10380,2023-05-26 03:00:00+00:00,1019.7,1.0,5.7
SN10380,2023-05-26 04:00:00+00:00,1020.4,1.0,6.7
SN10380,2023-05-26 05:00:00+00:00,1020.6,2.0,5.7
SN10380,2023-05-26 06:00:00+00:00,1021.5,3.0,6.7
SN10380,2023-05-26 07:00:00+00:00,1021.9,3.3,8.2
SN10380,2023-05-26 08:00:00+00:00,1022.3,4.0,8.2
SN10380,2023-05-26 09:00:00+00:00,1023.1,4.0,8.3
SN10380,2023-05-26 10:00:00+00:00,1023.9,4.0,9.1
SN10380,2023-05-26 11:00:00+00:00,1023.8,6.0,8.4
SN10380,2023-05-26 12:00:00+00:00,1024.1,6.0,9.1
SN10380,2023-05-26 13:00:00+00:00,1023.7,6.7,9.5
SN10380,2023-05-26 14:00:00+00:00,1024.4,6.0,9.2
SN10380,2023-05-26 15:00:00+00:00,1023.9,6.9,7.2
SN10380,2023-05-26 16:00:00+00:00,1024.7,6.0,7.2
SN10380,2023-05-26 17:00:00+00:00,1023.7,7.0,5.7
SN10380,2023-05-26 18:00:00+00:00,1023.5,6.4,5.4
SN10380,2023-05-26 19:00:00+00:00,1023.9,5.0,3.4
SN10380,2023-05-26 20:00:00+00:00,1024.2,4.5,3.1
SN10380,2023-05-26 21:00:00+00:00,1024.8,4.0,3.1
SN10380,2023-05-26 22:00:00+00:00,1024.8,3.1,2.1
SN10380,2023-05-26 23:00:00+00:00,1024.9,1.5,2.2
SN10380,2023-05-27 00:00:00+00:00,1025.0,1.0,0.6
SN10380,2023-05-27 01:00:00+00:00,1024.6,1.0,0.7
SN10380,2023-05-27 02:00:00+00:00,1024.2,1.0,0.6
SN10380,2023-05-27 03:00:00+00:00,1023.5,2.0,0.5
SN10380,2023-05-27 04:00:00+00:00,1022.8,3.0,1.3
SN10380,2023-05-27 05:00:00+00:00,1021.9,5.0,2.6
SN10380,2023-05-27 06:00:00+00:00,1021.1,6.0,1.7
SN10380,2023-05-27 07:00:00+00:00,1020.4,8.0,2.6
SN10380,2023-05-27 08:00:00+00:00,1019.3,12.0,2.6
SN10380,2023-05-27 09:00:00+00:00,1017.1,13.0,5.1
SN10380,2023-05-27 10:00:00+00:00,1015.7,14.0,5.6
SN10380,2023-05-27 11:00:00+00:00,1015.3,13.2,6.2
SN10380,2023-05-27 12:00:00+00:00,1014.2,13.1,6.5
SN10380,2023-05-27 13:00:00+00:00,1013.7,12.8,7.1
SN10380,2023-05-27 14:00:00+00:00,1014.7,9.0,3.4
SN10380,2023-05-27 15:00:00+00:00,1013.6,9.0,3.9
SN10380,2023-05-27 16:00:00+00:00,1012.8,8.0,3.1
SN10380,2023-05-27 17:00:00+00:00,1011.3,9.0,2.6
SN10380,2023-05-27 18:00:00+00:00,1010.1,9.0,3.9
SN10380,2023-05-27 19:00:00+00:00,1009.1,9.0,4.6
SN10380,2023-05-27 20:00:00+00:00,1008.4,8.7,4.2
SN10380,2023-05-27 21:00:00+00:00,1008.0,8.0,4.1
SN10380,2023-05-27 22:00:00+00:00,1007.6,6.7,2.9
SN10380,2023-05-27 23:00:00+00:00,1007.7,6.4,2.0
SN10380,2023-05-28 00:00:00+00:00,1009.1,3.2,2.1
SN10380,2023-05-28 01:00:00+00:00,1009.1,5.0,7.2
SN10380,2023-05-28 02:00:00+00:00,1007.8,5.4,7.9
SN10380,2023-05-28 03:00:00+00:00,1008.4,5.0,3.6
SN10380,2023-05-28 04:00:00+00:00,1008.6,5.0,4.2
SN10380,2023-05-28 05:00:00+00:00,1009.1,6.0,4.1
SN10380,2023-05-28 06:00:00+00:00,1010.5,5.0,3.6
SN10380,2023-05-28 07:00:00+00:00,1011.6,5.0,7.2
SN10380,2023-05-28 08:00:00+00:00,1012.7,4.3,7.3
SN10380,2023-05-28 09:00:00+00:00,1012.9,7.0,8.2
SN10380,2023-05-28 10:00:00+00:00,1013.1,6.4,8.8
SN10380,2023-05-28 11:00:00+00:00,1014.3,6.1,7.2
SN10380,2023-05-28 12:00:00+00:00,1015.9,6.0,8.2
SN10380,2023-05-28 13:00:00+00:00,1016.3,7.0,10.8
SN10380,2023-05-28 14:00:00+00:00,1016.9,6.0,11.9
SN10380,2023-05-28 15:00:00+00:00,1018.0,6.0,11.7
SN10380,2023-05-28 16:00:00+00:00,1019.8,6.0,11.3
SN10380,2023-05-28 17:00:00+00:00,1020.5,4.2,8.7
SN10380,2023-05-28 18:00:00+00:00,1021.5,3.1,8.3
SN10380,2023-05-28 19:00:00+00:00,1022.0,2.3,6.2
SN10380,2023-05-28 20:00:00+00:00,1022.6,1.3,6.0
SN10380,2023-05-28 21:00:00+00:00,1022.8,1.0,5.1
SN10380,2023-05-28 22:00:00+00:00,1023.2,0.3,2.2
SN10380,2023-05-28 23:00:00+00:00,1023.7,-1.9,2.1
SN10380,2023-05-29 00:00:00+00:00,1023.9,-3.0,2.4
SN10380,2023-05-29 01:00:00+00:00,1023.9,-3.0,0.9
SN10380,2023-05-29 02:00:00+00:00,1023.9,-3.0,1.0
SN10380,2023-05-29 03:00:00+00:00,1023.0,-1.0,1.0
SN10380,2023-05-29 04:00:00+00:00,1022.0,0.0,0.8
SN10380,2023-05-29 05:00:00+00:00,1021.1,3.0,3.6
SN10380,2023-05-29 06:00:00+00:00,1019.8,2.7,4.6
SN10380,2023-05-29 07:00:00+00:00,1019.4,3.4,5.7
SN10380,2023-05-29 08:00:00+00:00,1019.3,3.1,5.7
SN10380,2023-05-29 09:00:00+00:00,1018.9,4.0,6.7
SN10380,2023-05-29 10:00:00+00:00,1018.4,5.0,7.7
SN10380,2023-05-29 11:00:00+00:00,1017.7,5.0,8.2
SN10380,2023-05-29 12:00:00+00:00,1016.8,7.0,6.3
SN10380,2023-05-29 13:00:00+00:00,1016.6,8.0,4.7
SN10380,2023-05-29 14:00:00+00:00,1016.6,8.2,6.5
SN10380,2023-05-29 15:00:00+00:00,1016.8,9.4,9.3
SN10380,2023-05-29 16:00:00+00:00,1017.9,8.5,7.7
SN10380,2023-05-29 17:00:00+00:00,1019.8,7.2,7.7
SN10380,2023-05-29 18:00:00+00:00,1020.6,7.0,11.3
SN10380,2023-05-29 19:00:00+00:00,1020.8,5.2,10.6
SN10380,2023-05-29 20:00:00+00:00,1022.2,5.0,3.1
SN10380,2023-05-29 21:00:00+00:00,1023.0,5.0,3.1
SN10380,2023-05-29 22:00:00+00:00,1023.7,4.3,2.6
SN10380,2023-05-29 23:00:00+00:00,1024.0,4.0,3.6
SN10380,2023-05-30 00:00:00+00:00,1024.2,3.9,3.7
SN10380,2023-05-30 01:00:00+00:00,1025.1,3.0,2.9
SN10380,2023-05-30 02:00:00+00:00,1025.8,3.0,4.1
SN10380,2023-05-30 03:00:00+00:00,1025.5,4.0,4.0
SN10380,2023-05-30 04:00:00+00:00,1025.9,4.0,4.6
SN10380,2023-05-30 05:00:00+00:00,1026.0,6.0,3.6
SN10380,2023-05-30 06:00:00+00:00,1025.2,9.0,3.4
SN10380,2023-05-30 07:00:00+00:00,1024.2,11.0,5.1
SN10380,2023-05-30 08:00:00+00:00,1023.7,12.0,4.6
SN10380,2023-05-30 09:00:00+00:00,1022.4,14.0,4.1
SN10380,2023-05-30 10:00:00+00:00,1021.6,16.0,4.6
SN10380,2023-05-30 11:00:00+00:00,1020.1,17.0,5.7
SN10380,2023-05-30 12:00:00+00:00,1018.9,17.0,8.2
SN10380,2023-05-30 13:00:00+00:00,1018.7,17.1,7.2
SN10380,2023-05-30 14:00:00+00:00,1018.8,16.3,5.7
SN10380,2023-05-30 15:00:00+00:00,1019.2,14.6,7.1
SN10380,2023-05-30 16:00:00+00:00,1019.2,14.0,5.1
SN10380,2023-05-30 17:00:00+00:00,1018.9,13.6,5.7
SN10380,2023-05-30 18:00:00+00:00,1019.1,12.0,5.1
SN10380,2023-05-30 19:00:00+00:00,1019.4,10.5,4.1
SN10380,2023-05-30 20:00:00+00:00,1020.0,8.3,3.6
SN10380,2023-05-30 21:00:00+00:00,1019.8,9.0,3.1
SN10380,2023-05-30 22:00:00+00:00,1018.9,9.0,4.2
SN10380,2023-05-30 23:00:00+00:00,1018.8,9.0,4.6
SN10380,2023-05-31 00:00:00+00:00,1018.8,9.0,6.0
SN10380,2023-05-31 01:00:00+00:00,1019.1,8.0,6.7
SN10380,2023-05-31 02:00:00+00:00,1019.8,7.0,6.7
SN10380,2023-05-31 03:00:00+00:00,1019.7,6.3,7.2
SN10380,2023-05-31 04:00:00+00:00,1019.9,7.0,9.3
SN10380,2023-05-31 05:00:00+00:00,1020.1,7.0,7.7
SN10380,2023-05-31 06:00:00+00:00,1019.5,6.0,8.0
SN10380,2023-05-31 07:00:00+00:00,1019.8,6.0,9.8
SN10380,2023-05-31 08:00:00+00:00,1019.5,6.0,10.8
SN10380,2023-05-31 09:00:00+00:00,1020.4,6.1,10.1
SN10380,2023-05-31 10:00:00+00:00,1021.4,6.0,4.1
SN10380,2023-05-31 11:00:00+00:00,1021.5,7.0,10.8
SN10380,2023-05-31 12:00:00+00:00,1021.0,7.0,11.7
SN10380,2023-05-31 13:00:00+00:00,1021.1,7.0,9.9
SN10380,2023-05-31 14:00:00+00:00,1021.9,5.0,5.9
SN10380,2023-05-31 15:00:00+00:00,1021.1,5.5,6.2
SN10380,2023-05-31 16:00:00+00:00,1021.0,5.4,5.8
SN10380,2023-05-31 17:00:00+00:00,1020.4,5.4,6.7
SN10380,2023-05-31 18:00:00+00:00,1020.2,4.3,4.7
SN10380,2023-05-31 19:00:00+00:00,1020.1,3.6,4.9
SN10380,2023-05-31 20:00:00+00:00,1020.5,2.6,3.6
SN10380,2023-05-31 21:00:00+00:00,1020.7,2.0,4.1
SN10380,2023-05-31 22:00:00+00:00,1020.4,2.0,3.1
SN10380,2023-05-31 23:00:00+00:00,1020.1,1.5,5.1
SN12680,2023-05-25 00:00:00+00:00,1016.8,8.5,4.6
SN12680,2023-05-25 01:00:00+00:00,1017.2,6.9,2.1
SN12680,2023-05-25 02:00:00+00:00,1017.6,5.9,1.3
SN12680,2023-05-25 03:00:00+00:00,1017.9,5.3,1.6
SN12680,2023-05-25 04:00:00+00:00,1018.2,6.0,2.6
SN12680,2023-05-25 05:00:00+00:00,1018.7,8.1,2.1
SN12680,2023-05-25 06:00:00+00:00,1019.0,9.1,2.5
SN12680,2023-05-25 07:00:00+00:00,1019.2,10.8,3.2
SN12680,2023-05-25 08:00:00+00:00,1019.2,11.6,2.6
SN12680,2023-05-25 09:00:00+00:00,1019.2,12.5,3.8
SN12680,2023-05-25 10:00:00+00:00,1019.3,12.3,3.8
SN12680,2023-05-25 11:00:00+00:00,1019.2,12.7,4.2
SN12680,2023-05-25 12:00:00+00:00,1019.3,13.1,5.1
SN12680,2023-05-25 13:00:00+00:00,1019.2,13.5,4.2
SN12680,2023-05-25 14:00:00+00:00,1018.6,13.5,5.1
SN12680,2023-05-25 15:00:00+00:00,1018.8,13.1,4.2
SN12680,2023-05-25 16:00:00+00:00,1018.3,12.2,5.3
SN12680,2023-05-25 17:00:00+00:00,1018.1,11.5,4.6
SN12680,2023-05-25 18:00:00+00:00,1017.9,10.9,4.5
SN12680,2023-05-25 19:00:00+00:00,1017.8,10.6,4.1
SN12680,2023-05-25 20:00:00+00:00,1017.5,9.4,3.5
SN12680,2023-05-25 21:00:00+00:00,1017.4,8.8,2.9
SN12680,2023-05-25 22:00:00+00:00,1017.3,8.5,3.0
SN12680,2023-05-25 23:00:00+00:00,1017.3,7.9,2.7
SN12680,2023-05-26 00:00:00+00:00,1017.3,7.6,3.7
SN12680,2023-05-26 01:00:00+00:00,1018.6,6.0,3.2
SN12680,2023-05-26 02:00:00+00:00,1019.4,6.1,2.7
SN12680,2023-05-26 03:00:00+00:00,1020.5,4.1,0.6
SN12680,2023-05-26 04:00:00+00:00,1021.1,4.1,1.4
SN12680,2023-05-26 05:00:00+00:00,1021.4,8.3,1.3
SN12680,2023-05-26 06:00:00+00:00,1021.9,8.8,2.2
SN12680,2023-05-26 07:00:00+00:00,1022.7,9.0,2.6
SN12680,2023-05-26 08:00:00+00:00,1023.1,9.1,4.9
SN12680,2023-05-26 09:00:00+00:00,1023.4,10.3,4.8
SN12680,2023-05-26 10:00:00+00:00,1023.5,11.7,4.3
SN12680,2023-05-26 11:00:00+00:00,1024.0,11.3,4.3
SN12680,2023-05-26 12:00:00+00:00,1023.9,11.8,3.7
SN12680,2023-05-26 13:00:00+00:00,1024.1,11.8,3.7
SN12680,2023-05-26 14:00:00+00:00,1023.6,12.3,3.7
SN12680,2023-05-26 15:00:00+00:00,1023.3,13.5,4.5
SN12680,2023-05-26 16:00:00+00:00,1023.8,11.6,3.9
SN12680,2023-05-26 17:00:00+00:00,1023.8,12.5,4.1
SN12680,2023-05-26 18:00:00+00:00,1023.7,12.4,2.3
SN12680,2023-05-26 19:00:00+00:00,1023.8,11.6,1.6
SN12680,2023-05-26 20:00:00+00:00,1024.3,9.6,1.7
SN12680,2023-05-26 21:00:00+00:00,1024.8,8.7,1.6
SN12680,2023-05-26 22:00:00+00:00,1025.2,6.2,1.4
SN12680,2023-05-26 23:00:00+00:00,1025.1,5.4,1.2
SN12680,2023-05-27 00:00:00+00:00,1025.1,4.5,1.1
SN12680,2023-05-27 01:00:00+00:00,1024.8,4.6,1.2
SN12680,2023-05-27 02:00:00+00:00,1024.3,4.9,0.9
SN12680,2023-05-27 03:00:00+00:00,1024.3,4.3,0.7
SN12680,2023-05-27 04:00:00+00:00,1024.2,4.9,0.9
SN12680,2023-05-27 05:00:00+00:00,1023.7,5.6,1.3
SN12680,2023-05-27 06:00:00+00:00,1023.4,6.0,1.2
SN12680,2023-05-27 07:00:00+00:00,1022.9,8.0,1.7
SN12680,2023-05-27 08:00:00+00:00,1021.8,10.4,2.3
SN12680,2023-05-27 09:00:00+00:00,1020.2,13.6,3.1
SN12680,2023-05-27 10:00:00+00:00,1019.1,16.7,4.5
SN12680,2023-05-27 11:00:00+00:00,1018.1,16.8,3.7
SN12680,2023-05-27 12:00:00+00:00,1017.5,15.8,4.3
SN12680,2023-05-27 13:00:00+00:00,1017.5,13.6,4.1
SN12680,2023-05-27 14:00:00+00:00,1016.3,14.5,2.6
SN12680,2023-05-27 15:00:00+00:00,1015.0,14.7,1.5
SN12680,2023-05-27 16:00:00+00:00,1014.2,13.0,1.6
SN12680,2023-05-27 17:00:00+00:00,1013.6,11.5,1.4
SN12680,2023-05-27 18:00:00+00:00,1013.4,10.8,4.4
SN12680,2023-05-27 19:00:00+00:00,1012.4,11.6,3.1
SN12680,2023-05-27 20:00:00+00:00,1011.5,11.8,3.3
SN12680,2023-05-27 21:00:00+00:00,1011.5,10.5,4.9
SN12680,2023-05-27 22:00:00+00:00,1011.3,9.8,3.4
SN12680,2023-05-27 23:00:00+00:00,1011.0,9.1,2.8
SN12680,2023-05-28 00:00:00+00:00,1010.5,8.9,3.4
SN12680,2023-05-28 01:00:00+00:00,1010.7,7.4,2.1
SN12680,2023-05-28 02:00:00+00:00,1011.3,4.6,2.4
SN12680,2023-05-28 03:00:00+00:00,1011.5,5.6,2.5
SN12680,2023-05-28 04:00:00+00:00,1011.4,6.6,2.3
SN12680,2023-05-28 05:00:00+00:00,1011.2,8.7,2.5
SN12680,2023-05-28 06:00:00+00:00,1011.6,10.9,2.4
SN12680,2023-05-28 07:00:00+00:00,1012.3,11.0,3.7
SN12680,2023-05-28 08:00:00+00:00,1012.7,11.0,3.6
SN12680,2023-05-28 09:00:00+00:00,1013.5,11.5,2.6
SN12680,2023-05-28 10:00:00+00:00,1014.2,11.5,4.1
SN12680,2023-05-28 11:00:00+00:00,1015.1,11.7,2.7
SN12680,2023-05-28 12:00:00+00:00,1015.4,12.4,3.2
SN12680,2023-05-28 13:00:00+00:00,1015.5,12.5,3.2
SN12680,2023-05-28 14:00:00+00:00,1016.2,12.3,3.9
SN12680,2023-05-28 15:00:00+00:00,1016.8,12.3,4.5
SN12680,2023-05-28 16:00:00+00:00,1016.9,13.5,4.1
SN12680,2023-05-28 17:00:00+00:00,1017.5,13.1,6.8
SN12680,2023-05-28 18:00:00+00:00,1018.7,11.6,6.5
SN12680,2023-05-28 19:00:00+00:00,1020.0,10.1,5.1
SN12680,2023-05-28 20:00:00+00:00,1020.9,8.7,5.4
SN12680,2023-05-28 21:00:00+00:00,1021.6,7.3,4.9
SN12680,2023-05-28 22:00:00+00:00,1022.0,5.6,3.0
SN12680,2023-05-28 23:00:00+00:00,1022.5,4.2,2.3
SN12680,2023-05-29 00:00:00+00:00,1022.7,3.2,1.4
SN12680,2023-05-29 01:00:00+00:00,1022.9,2.6,1.6
SN12680,2023-05-29 02:00:00+00:00,1022.9,2.4,1.9
SN12680,2023-05-29 03:00:00+00:00,1022.7,2.7,1.1
SN12680,2023-05-29 04:00:00+00:00,1022.9,2.9,1.2
SN12680,2023-05-29 05:00:00+00:00,1022.8,3.5,0.6
SN12680,2023-05-29 06:00:00+00:00,1022.4,4.4,1.1
SN12680,2023-05-29 07:00:00+00:00,1022.4,5.0,1.8
SN12680,2023-05-29 08:00:00+00:00,1021.9,6.1,1.9
SN12680,2023-05-29 09:00:00+00:00,1021.4,6.5,1.3
SN12680,2023-05-29 10:00:00+00:00,1020.7,7.9,2.0
SN12680,2023-05-29 11:00:00+00:00,1019.4,11.5,2.2
SN12680,2023-05-29 12:00:00+00:00,1018.4,12.1,4.4
SN12680,2023-05-29 13:00:00+00:00,1018.0,12.7,2.5
SN12680,2023-05-29 14:00:00+00:00,1017.4,13.8,3.0
SN12680,2023-05-29 15:00:00+00:00,1017.3,15.5,2.5
SN12680,2023-05-29 16:00:00+00:00,1017.5,15.0,2.3
SN12680,2023-05-29 17:00:00+00:00,1017.8,15.6,4.3
SN12680,2023-05-29 18:00:00+00:00,1018.6,14.8,5.4
SN12680,2023-05-29 19:00:00+00:00,1019.4,13.6,5.6
SN12680,2023-05-29 20:00:00+00:00,1020.5,12.2,2.7
SN12680,2023-05-29 21:00:00+00:00,1021.5,11.4,3.5
SN12680,2023-05-29 22:00:00+00:00,1022.4,9.9,2.5
SN12680,2023-05-29 23:00:00+00:00,1022.9,8.6,1.6
SN12680,2023-05-30 00:00:00+00:00,1023.6,7.8,1.8
SN12680,2023-05-30 01:00:00+00:00,1024.4,6.6,1.8
SN12680,2023-05-30 02:00:00+00:00,1025.0,6.3,1.0
SN12680,2023-05-30 03:00:00+00:00,1025.8,5.8,1.5
SN12680,2023-05-30 04:00:00+00:00,1026.0,6.0,1.6
SN12680,2023-05-30 05:00:00+00:00,1026.0,8.3,1.0
SN12680,2023-05-30 06:00:00+00:00,1026.3,8.9,1.3
SN12680,2023-05-30 07:00:00+00:00,1026.2,10.7,2.0
SN12680,2023-05-30 08:00:00+00:00,1025.8,11.7,2.3
SN12680,2023-05-30 09:00:00+00:00,1024.9,13.3,2.5
SN12680,2023-05-30 10:00:00+00:00,1023.6,14.9,2.9
SN12680,2023-05-30 11:00:00+00:00,1022.5,17.5,2.9
SN12680,2023-05-30 12:00:00+00:00,1021.5,19.1,2.2
SN12680,2023-05-30 13:00:00+00:00,1020.4,20.3,2.2
SN12680,2023-05-30 14:00:00+00:00,1019.9,20.5,3.1
SN12680,2023-05-30 15:00:00+00:00,1018.6,23.0,4.3
SN12680,2023-05-30 16:00:00+00:00,1018.3,22.6,3.1
SN12680,2023-05-30 17:00:00+00:00,1018.2,21.0,3.8
SN12680,2023-05-30 18:00:00+00:00,1018.5,19.9,2.2
SN12680,2023-05-30 19:00:00+00:00,1018.6,17.8,1.9
SN12680,2023-05-30 20:00:00+00:00,1019.2,15.4,1.5
SN12680,2023-05-30 21:00:00+00:00,1019.2,13.4,3.4
SN12680,2023-05-30 22:00:00+00:00,1019.6,12.8,3.9
SN12680,2023-05-30 23:00:00+00:00,1019.8,11.9,3.3
SN12680,2023-05-31 00:00:00+00:00,1019.9,10.6,3.5
SN12680,2023-05-31 01:00:00+00:00,1020.0,10.5,4.0
SN12680,2023-05-31 02:00:00+00:00,1020.4,9.1,2.0
SN12680,2023-05-31 03:00:00+00:00,1020.4,8.0,1.3
SN12680,2023-05-31 04:00:00+00:00,1020.3,8.0,1.3
SN12680,2023-05-31 05:00:00+00:00,1019.8,10.4,1.5
SN12680,2023-05-31 06:00:00+00:00,1019.5,12.4,1.3
SN12680,2023-05-31 07:00:00+00:00,1019.2,13.7,2.1
SN12680,2023-05-31 08:00:00+00:00,1019.1,13.9,4.2
SN12680,2023-05-31 09:00:00+00:00,1018.6,15.9,4.9
SN12680,2023-05-31 10:00:00+00:00,1018.2,16.9,4.5
SN12680,2023-05-31 11:00:00+00:00,1017.7,17.5,4.4
SN12680,2023-05-31 12:00:00+00:00,1017.3,17.6,5.3
SN12680,2023-05-31 13:00:00+00:00,1016.9,17.9,7.3
SN12680,2023-05-31 14:00:00+00:00,1016.9,17.4,7.1
SN12680,2023-05-31 15:00:00+00:00,1017.1,16.9,6.4
SN12680,2023-05-31 16:00:00+00:00,1017.2,16.0,6.6
SN12680,2023-05-31 17:00:00+00:00,1017.3,15.1,6.4
SN12680,2023-05-31 18:00:00+00:00,1017.2,13.9,6.7
SN12680,2023-05-31 19:00:00+00:00,1017.8,12.7,6.4
SN12680,2023-05-31 20:00:00+00:00,1018.0,11.6,5.6
SN12680,2023-05-31 21:00:00+00:00,1018.4,10.3,6.0
SN12680,2023-05-31 22:00:00+00:00,1018.6,9.3,5.4
SN12680,2023-05-31 23:00:00+00:00,1018.5,8.4,4.4
SN13655,2023-05-25 00:00:00+00:00,1017.5,1.0,3.8
SN13655,2023-05-25 01:00:00+00:00,1017.2,1.3,3.6
SN13655,2023-05-25 02:00:00+00:00,1018.0,0.3,4.3
SN13655,2023-05-25 03:00:00+00:00,1017.4,1.6,6.4
SN13655,2023-05-25 04:00:00+00:00,1016.4,3.7,7.2
SN13655,2023-05-25 05:00:00+00:00,1017.0,4.2,5.8
SN13655,2023-05-25 06:00:00+00:00,1017.3,4.8,6.3
SN13655,2023-05-25 07:00:00+00:00,1016.8,6.6,5.7
SN13655,2023-05-25 08:00:00+00:00,1017.5,7.6,4.8
SN13655,2023-05-25 09:00:00+00:00,1017.5,7.9,3.5
SN13655,2023-05-25 10:00:00+00:00,1018.2,7.5,3.3
SN13655,2023-05-25 11:00:00+00:00,1018.3,7.6,3.3
SN13655,2023-05-25 12:00:00+00:00,1017.7,9.0,3.3
SN13655,2023-05-25 13:00:00+00:00,1017.4,9.6,4.2
SN13655,2023-05-25 14:00:00+00:00,1017.8,8.0,5.5
SN13655,2023-05-25 15:00:00+00:00,1017.0,8.7,5.0
SN13655,2023-05-25 16:00:00+00:00,1018.2,5.8,4.2
SN13655,2023-05-25 17:00:00+00:00,1017.4,6.3,3.8
SN13655,2023-05-25 18:00:00+00:00,1016.9,5.9,3.0
SN13655,2023-05-25 19:00:00+00:00,1017.3,4.2,2.9
SN13655,2023-05-25 20:00:00+00:00,1017.5,2.2,2.3
SN13655,2023-05-25 21:00:00+00:00,1017.7,1.3,3.9
SN13655,2023-05-25 22:00:00+00:00,1017.4,2.1,3.8
SN13655,2023-05-25 23:00:00+00:00,1018.8,0.7,6.9
SN13655,2023-05-26 00:00:00+00:00,1019.1,0.6,7.5
SN13655,2023-05-26 01:00:00+00:00,1019.2,0.7,6.6
SN13655,2023-05-26 02:00:00+00:00,1019.5,0.6,6.3
SN13655,2023-05-26 03:00:00+00:00,1019.5,0.9,7.2
SN13655,2023-05-26 04:00:00+00:00,1019.9,1.8,6.7
SN13655,2023-05-26 05:00:00+00:00,1020.1,2.4,6.8
SN13655,2023-05-26 06:00:00+00:00,1021.3,3.3,6.5
SN13655,2023-05-26 07:00:00+00:00,1021.7,4.0,7.5
SN13655,2023-05-26 08:00:00+00:00,1022.4,5.0,6.2
SN13655,2023-05-26 09:00:00+00:00,1022.8,5.1,8.0
SN13655,2023-05-26 10:00:00+00:00,1023.0,6.5,6.1
SN13655,2023-05-26 11:00:00+00:00,1023.5,6.5,6.2
SN13655,2023-05-26 12:00:00+00:00,1024.3,5.5,4.9
SN13655,2023-05-26 13:00:00+00:00,1023.4,7.6,5.2
SN13655,2023-05-26 14:00:00+00:00,1024.4,5.7,4.5
SN13655,2023-05-26 15:00:00+00:00,1023.2,8.1,4.6
SN13655,2023-05-26 16:00:00+00:00,1023.6,6.9,3.6
SN13655,2023-05-26 17:00:00+00:00,1024.0,5.6,2.5
SN13655,2023-05-26 18:00:00+00:00,1024.1,5.1,2.5
SN13655,2023-05-26 19:00:00+00:00,1024.1,4.8,2.4
SN13655,2023-05-26 20:00:00+00:00,1025.2,2.5,2.0
SN13655,2023-05-26 21:00:00+00:00,1026.5,0.2,2.1
SN13655,2023-05-26 22:00:00+00:00,1026.4,-0.5,2.0
SN13655,2023-05-26 23:00:00+00:00,1026.5,-0.7,1.8
SN13655,2023-05-27 00:00:00+00:00,1025.8,0.3,1.8
SN13655,2023-05-27 01:00:00+00:00,1024.9,1.1,2.0
SN13655,2023-05-27 02:00:00+00:00,1024.5,1.1,1.8
SN13655,2023-05-27 03:00:00+00:00,1024.3,0.4,1.1
SN13655,2023-05-27 04:00:00+00:00,1023.9,1.3,1.0
SN13655,2023-05-27 05:00:00+00:00,1022.9,2.6,0.9
SN13655,2023-05-27 06:00:00+00:00,1021.9,3.7,1.8
SN13655,2023-05-27 07:00:00+00:00,1020.6,6.1,2.4
SN13655,2023-05-27 08:00:00+00:00,1019.0,8.5,2.4
SN13655,2023-05-27 09:00:00+00:00,1017.5,9.8,4.2
SN13655,2023-05-27 10:00:00+00:00,1017.4,9.7,3.9
SN13655,2023-05-27 11:00:00+00:00,1017.8,7.8,4.0
SN13655,2023-05-27 12:00:00+00:00,1017.5,7.3,3.7
SN13655,2023-05-27 13:00:00+00:00,1016.4,7.2,4.8
